Order,LotFrontage,LotArea,Street,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,x1stFlrSF,x2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,WoodDeckSF,PoolArea,MoSold,YrSold,SalePrice,Salecat
2586,75,10170,Pave,Corner,Gtl,1Fam,6,6,1951,TA,216,GasA,TA,Y,1575,0,1,1,2,1,Gd,5,1,Gd,Attchd,400,TA,0,0,6,2006,155000,1
2587,55,7700,Pave,Inside,Gtl,1Fam,5,7,1956,Gd,301,GasA,Ex,Y,1145,0,1,0,3,1,TA,6,0,NA,Detchd,684,TA,0,0,9,2006,127000,0
2588,65,11050,Pave,Inside,Gtl,1Fam,5,5,1956,TA,1005,GasA,Ex,Y,1005,0,1,0,2,1,TA,6,1,TA,Attchd,319,TA,0,0,7,2006,133500,0
2589,80,13600,Pave,Inside,Gtl,1Fam,5,6,1955,TA,1056,GasA,Gd,Y,1056,0,1,1,3,1,TA,6,0,NA,Attchd,300,TA,0,0,11,2006,125000,0
2590,85,15428,Pave,Inside,Gtl,1Fam,5,6,1951,TA,884,GasA,Ex,Y,884,0,1,0,2,1,TA,4,0,NA,Attchd,270,TA,0,0,6,2006,142000,0
2591,118,21299,Pave,Inside,Gtl,1Fam,7,5,1941,TA,929,GasA,Ex,Y,2039,0,1,1,3,1,TA,7,3,Gd,2Types,791,TA,0,0,12,2006,167000,1
2592,70,13300,Pave,Inside,Gtl,1Fam,5,5,1956,TA,1015,GasA,Gd,Y,1384,0,1,0,2,1,TA,6,0,NA,Attchd,896,TA,75,0,6,2006,159000,1
2593,94,22136,Pave,Inside,Gtl,2fmCon,5,5,1925,TA,2171,GasA,TA,Y,1392,1248,2,1,5,1,TA,10,1,Gd,Attchd,1008,TA,631,0,7,2006,180000,1
2594,50,7500,Pave,Inside,Gtl,1Fam,6,6,1947,TA,784,GasA,Ex,Y,900,412,1,1,3,1,TA,6,0,NA,Detchd,649,TA,0,0,10,2006,127000,0
2595,50,7000,Pave,Corner,Gtl,1Fam,6,6,1924,Fa,617,GasA,Gd,Y,865,445,2,0,2,1,TA,6,0,NA,Attchd,398,TA,0,0,5,2006,112000,0
2596,60,10410,Pave,Inside,Gtl,1Fam,3,8,1930,TA,713,GasA,Ex,Y,713,0,1,0,2,1,Gd,5,0,NA,Detchd,371,Fa,0,0,10,2006,99800,0
2597,90,5400,Pave,Inside,Gtl,1Fam,5,7,1954,TA,833,GasA,Ex,Y,833,0,1,0,2,1,Gd,4,0,NA,Detchd,326,TA,0,0,8,2006,117000,0
2598,60,5400,Pave,Corner,Sev,1Fam,5,6,1921,TA,1073,GasA,Ex,Y,1073,0,1,0,2,1,TA,4,0,NA,Detchd,326,TA,0,0,12,2006,108480,0
2599,60,10914,Pave,Inside,Gtl,1Fam,3,3,1929,TA,715,GasA,Fa,N,715,0,1,0,2,1,TA,4,0,NA,Detchd,660,Fa,0,0,8,2006,68000,0
2600,60,7008,Pave,Corner,Gtl,1Fam,4,8,1900,Fa,448,GasA,Ex,Y,448,272,1,0,1,1,Fa,5,0,NA,Attchd,280,Fa,0,0,3,2006,86900,0
2601,60,10800,Pave,Inside,Gtl,1Fam,5,6,1920,TA,1120,GasA,Ex,Y,1130,0,1,0,2,1,TA,5,1,Gd,Detchd,720,TA,229,0,6,2006,120000,0
2602,60,7200,Pave,Inside,Gtl,1Fam,6,8,1915,TA,663,GasA,Ex,Y,774,821,2,0,3,1,TA,7,1,Gd,Detchd,528,TA,49,0,4,2006,155500,1
2603,60,10818,Pave,Inside,Gtl,1Fam,4,4,1910,Fa,1077,GasA,TA,Y,981,779,1,1,4,1,TA,7,1,TA,Detchd,648,Fa,120,0,2,2006,80000,0
2604,60,10410,Pave,Corner,Gtl,1Fam,3,4,1915,TA,672,GasA,TA,Y,694,520,1,0,3,1,TA,6,0,NA,Detchd,936,TA,216,0,1,2006,105000,0
2605,60,10800,Pave,Corner,Gtl,2fmCon,5,4,1900,TA,954,GasA,TA,N,1766,648,2,0,3,2,TA,10,1,Gd,Attchd,520,TA,142,0,5,2006,160000,1
2606,60,10800,Pave,Inside,Gtl,1Fam,5,8,1936,Fa,796,GasA,Gd,Y,1096,370,2,0,3,1,Gd,7,1,TA,Attchd,566,TA,436,0,4,2006,170000,1
2607,84,8658,Pave,Inside,Gtl,1Fam,6,5,1965,TA,1088,GasA,Ex,Y,1324,0,2,0,3,1,TA,6,1,TA,Attchd,440,TA,0,0,12,2006,160000,1
2608,85,13400,Pave,Inside,Gtl,1Fam,5,5,1966,TA,1024,GasA,TA,Y,1086,0,1,0,3,1,TA,6,1,Gd,Attchd,484,TA,0,0,6,2006,159950,1
2609,83,10184,Pave,Inside,Gtl,1Fam,6,5,1963,TA,1083,GasA,TA,Y,1146,0,1,0,3,1,TA,6,1,Gd,Attchd,294,TA,345,0,6,2006,165000,1
2610,77,9786,Pave,Inside,Gtl,1Fam,6,7,1962,TA,912,GasA,TA,Y,1085,649,1,1,3,1,Gd,7,1,Gd,Attchd,440,TA,0,0,6,2006,159000,1
2611,77,9510,Pave,Inside,Gtl,1Fam,6,5,1962,TA,1135,GasA,Ex,Y,1207,0,1,1,3,1,TA,6,0,NA,Attchd,264,TA,0,0,5,2006,147000,0
2612,66,7800,Pave,Inside,Gtl,1Fam,5,5,1964,TA,912,GasA,TA,Y,912,0,1,0,2,1,TA,5,0,NA,Attchd,288,TA,0,0,11,2006,115000,0
2613,79,8910,Pave,Corner,Gtl,1Fam,6,6,1959,TA,655,GasA,Ex,Y,1194,0,1,0,3,1,TA,6,1,Fa,BuiltIn,539,TA,0,0,7,2006,159500,1
2614,60,7332,Pave,Inside,Gtl,1Fam,6,6,1959,TA,864,GasA,Ex,Y,864,0,1,0,2,1,Gd,4,0,NA,Attchd,288,TA,168,0,10,2006,120000,0
2615,73,7100,Pave,Corner,Gtl,1Fam,5,7,1957,TA,816,GasA,TA,Y,816,0,1,0,2,1,TA,5,0,NA,Detchd,308,TA,0,0,7,2006,129900,0
2616,80,10800,Pave,Inside,Gtl,1Fam,6,6,1961,TA,1313,GasA,TA,Y,1773,0,2,0,3,1,TA,6,2,TA,Attchd,418,TA,355,0,8,2006,183000,1
2617,86,11650,Pave,Corner,Gtl,1Fam,7,5,1959,NA,0,GasA,Gd,Y,1472,0,2,0,2,1,Gd,5,1,Gd,Attchd,484,TA,0,0,6,2006,157500,1
2618,,18275,Pave,Inside,Gtl,1Fam,7,8,1962,TA,1438,GasA,TA,Y,1900,548,3,0,3,1,TA,9,2,Gd,Attchd,441,TA,520,0,9,2006,277500,1
2619,47,16321,Pave,CulDSac,Gtl,1Fam,5,6,1957,TA,1484,GasA,TA,Y,1600,0,1,0,2,1,TA,6,2,Gd,Attchd,319,TA,288,0,12,2006,207500,1
2620,60,12144,Pave,Inside,Gtl,1Fam,4,6,1950,TA,910,GasA,Gd,Y,910,611,1,1,3,1,Gd,6,0,NA,Detchd,597,Fa,199,0,9,2006,147500,0
2621,60,10800,Pave,Inside,Gtl,1Fam,4,4,1949,TA,720,GasA,TA,N,720,472,1,1,4,1,TA,6,0,NA,NA,0,NA,0,0,12,2006,135000,0
2622,60,7200,Pave,Inside,Gtl,1Fam,5,7,1950,NA,0,GasA,TA,Y,1040,0,1,0,2,1,TA,5,0,NA,Detchd,625,TA,0,0,6,2006,109500,0
2623,60,7200,Pave,Inside,Gtl,1Fam,4,5,1950,NA,0,GasA,TA,Y,1040,0,1,0,2,1,TA,4,0,NA,Detchd,420,TA,0,0,7,2006,109900,0
2624,70,7560,Pave,Inside,Gtl,1Fam,5,5,1959,TA,1040,GasA,TA,Y,1040,0,1,0,3,1,TA,6,0,NA,Attchd,286,TA,140,0,7,2006,133700,0
2625,60,8544,Pave,Corner,Gtl,Duplex,3,4,1950,NA,0,Wall,Fa,N,1040,0,2,0,2,2,TA,6,0,NA,Detchd,400,TA,0,0,12,2006,81400,0
2626,,8544,Pave,Inside,Gtl,Duplex,3,4,1949,NA,0,Wall,Fa,N,1040,0,2,0,2,2,TA,6,0,NA,Detchd,400,TA,0,0,5,2006,87500,0
2627,60,8544,Pave,Inside,Gtl,Duplex,3,4,1950,NA,0,GasA,Gd,N,1040,0,2,0,2,2,TA,6,0,NA,Detchd,400,TA,0,0,7,2006,93500,0
2628,75,8512,Pave,Corner,Gtl,Duplex,5,5,1960,TA,1556,GasA,TA,Y,1556,0,2,0,4,2,TA,8,0,NA,NA,0,NA,0,0,9,2006,119000,0
2629,70,7945,Pave,Inside,Gtl,1Fam,5,6,1959,TA,1150,GasA,Ex,Y,1150,0,1,0,3,1,TA,6,0,NA,Attchd,300,TA,0,0,5,2006,141000,0
2630,70,7000,Pave,Inside,Gtl,1Fam,5,4,1961,TA,1150,GasA,TA,Y,1150,0,1,0,3,1,TA,6,0,NA,Attchd,288,TA,0,0,7,2006,146000,0
2631,69,7590,Pave,Inside,Gtl,1Fam,6,5,1966,TA,660,GasA,TA,Y,660,688,1,1,3,1,TA,6,1,Fa,Attchd,453,TA,188,0,7,2006,155000,1
2632,69,10205,Pave,Inside,Gtl,1Fam,5,5,1962,TA,925,GasA,TA,Y,999,0,1,0,3,1,TA,6,0,NA,Attchd,300,TA,150,0,5,2006,134500,0
2633,74,7400,Pave,Corner,Gtl,1Fam,7,6,1962,TA,1045,GasA,Gd,Y,1045,0,1,0,3,1,TA,6,0,NA,Detchd,528,TA,0,0,3,2006,120000,0
2634,70,7000,Pave,Inside,Gtl,1Fam,5,6,1962,TA,864,GasA,Gd,Y,864,0,1,0,3,1,TA,5,0,NA,Attchd,336,TA,0,0,2,2006,105000,0
2635,70,7000,Pave,Inside,Gtl,2fmCon,5,5,1962,TA,1025,GasA,TA,Y,1025,0,1,0,3,1,TA,6,0,NA,NA,0,NA,96,0,3,2006,124000,0
2636,62,9856,Pave,Corner,Gtl,1Fam,5,8,1900,Fa,716,GasA,Ex,Y,1007,1007,2,0,5,1,TA,8,0,NA,Detchd,624,TA,0,0,6,2006,169000,1
2637,57,9906,Pave,Inside,Gtl,1Fam,4,4,1925,TA,686,GasA,Fa,N,810,518,1,0,3,1,TA,8,0,NA,Detchd,210,TA,0,0,9,2006,107000,0
2638,60,9600,Pave,Inside,Gtl,1Fam,5,6,1948,TA,1212,GasA,Gd,Y,1226,442,1,0,3,1,TA,6,0,NA,Detchd,240,TA,0,0,5,2006,135000,0
2639,60,5520,Pave,Corner,Gtl,1Fam,4,6,1920,TA,1147,GasA,TA,N,1147,510,1,0,4,1,Fa,9,1,TA,Detchd,162,Fa,0,0,7,2006,111500,0
2640,60,9600,Pave,Inside,Gtl,1Fam,6,8,1900,TA,780,GasA,Ex,Y,940,476,1,0,3,1,Gd,7,0,NA,Detchd,400,TA,0,0,6,2006,156500,1
2641,60,9600,Pave,Inside,Gtl,1Fam,7,7,1925,TA,728,GasA,Ex,Y,832,809,1,1,3,1,Ex,6,1,Gd,Detchd,546,Fa,0,0,8,2006,178000,1
2642,58,6451,Pave,Inside,Gtl,1Fam,7,7,1900,TA,712,GasA,Gd,Y,848,580,1,0,4,1,TA,7,0,NA,Detchd,576,TA,264,0,5,2006,139900,0
2643,66,3960,Pave,Inside,Gtl,1Fam,7,8,1930,TA,502,GasA,TA,N,502,502,1,0,2,1,Gd,5,1,Po,Detchd,200,Fa,280,0,7,2006,105000,0
2644,70,5684,Pave,Inside,Gtl,1Fam,6,8,1930,TA,813,GasA,Ex,Y,813,0,1,0,2,1,Gd,5,0,NA,Detchd,270,Fa,0,0,6,2006,110000,0
2645,56,7745,Pave,Inside,Gtl,2fmCon,4,6,1900,TA,938,GasA,Gd,N,1084,867,2,0,4,2,Fa,9,0,NA,Detchd,576,TA,0,0,4,2006,111500,0
2646,56,7741,Pave,Inside,Gtl,1Fam,6,5,1924,TA,1032,GasA,Gd,N,1032,0,1,0,2,1,TA,5,0,NA,Detchd,280,TA,0,0,6,2006,108000,0
2647,50,5633,Pave,Inside,Gtl,1Fam,5,7,1925,TA,844,GasA,TA,Y,844,0,1,0,2,1,TA,5,0,NA,Detchd,216,TA,50,0,7,2006,111500,0
2648,50,9000,Pave,Corner,Gtl,1Fam,5,6,1880,Fa,636,GasA,TA,Y,1089,661,1,0,3,1,Ex,8,0,NA,Detchd,240,Fa,0,0,6,2006,124000,0
2649,60,7200,Pave,Inside,Gtl,1Fam,4,5,1950,TA,576,GasA,Ex,Y,864,0,1,0,2,1,TA,5,0,NA,Detchd,528,TA,0,0,8,2006,105000,0
2650,40,4400,Pave,Inside,Gtl,1Fam,6,8,1920,Fa,648,GasA,TA,Y,734,384,1,0,2,1,TA,6,0,NA,Detchd,440,TA,0,0,10,2006,116000,0
2651,42,7614,Pave,Inside,Mod,1Fam,3,5,1905,TA,738,GasA,Gd,Y,714,662,1,0,2,1,TA,7,0,NA,Detchd,216,TA,0,0,3,2006,96900,0
2652,50,6000,Pave,Inside,Gtl,2fmCon,5,7,1955,TA,960,GasA,TA,Y,960,0,1,0,3,1,TA,5,0,NA,Detchd,576,TA,0,0,6,2006,135500,0
2653,50,6000,Pave,Inside,Gtl,1Fam,5,7,1924,TA,816,GasA,Ex,Y,816,750,1,1,5,1,Gd,7,0,NA,Detchd,450,TA,24,0,8,2006,139000,0
2654,52,7830,Pave,Inside,Gtl,1Fam,3,5,1921,Fa,492,GasA,TA,Y,492,0,1,0,1,1,TA,3,0,NA,Detchd,200,Fa,0,0,6,2006,61500,0
2655,56,9576,Pave,Inside,Gtl,1Fam,6,7,1945,Fa,770,GasA,TA,Y,885,297,1,1,3,1,TA,5,0,NA,Detchd,378,Fa,0,0,5,2006,120000,0
2656,49,5820,Pave,Inside,Gtl,1Fam,3,8,1955,TA,1162,GasA,Ex,Y,1163,0,1,0,3,1,TA,6,0,NA,Attchd,220,Fa,142,0,7,2006,126175,0
2657,48,5747,Pave,Inside,Gtl,1Fam,3,4,1920,TA,798,GasA,Gd,Y,840,0,1,0,2,1,Fa,5,0,NA,Detchd,250,TA,112,0,6,2006,64000,0
2658,69,9142,Pave,Inside,Gtl,2fmCon,6,8,1910,Fa,1020,GasA,Gd,N,908,1020,2,0,4,2,Fa,9,0,NA,Detchd,440,Po,0,0,4,2006,137000,0
2659,60,9600,Pave,Inside,Gtl,1Fam,4,2,1900,TA,1095,GasW,Fa,N,1095,679,2,0,4,2,TA,8,0,NA,2Types,779,Fa,0,0,5,2006,87000,0
2660,60,10800,Pave,Inside,Gtl,1Fam,7,7,1914,Gd,880,GasW,Fa,N,880,888,1,1,2,1,TA,6,2,TA,Detchd,320,TA,0,0,10,2006,163000,1
2661,70,6300,Pave,Corner,Gtl,1Fam,7,6,1910,TA,1226,GasA,Ex,Y,1226,878,2,0,5,1,TA,9,0,NA,Detchd,432,Fa,0,0,7,2006,155000,1
2662,63,5000,Pave,Corner,Gtl,1Fam,5,4,1900,TA,540,GasA,Gd,N,889,551,1,0,3,1,TA,6,0,NA,Attchd,352,Fa,0,0,4,2006,79000,0
2663,65,8850,Pave,Corner,Gtl,1Fam,7,6,1916,TA,815,GasA,Ex,Y,815,875,1,0,3,1,TA,7,1,Gd,Detchd,225,TA,0,0,7,2006,144000,0
2664,60,3600,Pave,Inside,Gtl,1Fam,6,7,1910,TA,684,GasA,Ex,N,684,684,1,0,3,1,TA,7,0,NA,Detchd,216,TA,0,0,10,2006,114504,0
2665,60,7200,Pave,Corner,Gtl,1Fam,7,7,1920,Fa,596,GasA,Ex,Y,998,764,1,1,4,1,Gd,8,0,NA,Detchd,576,TA,36,0,10,2006,157000,1
2666,84,11340,Pave,Corner,Gtl,1Fam,6,5,1923,TA,1200,GasA,TA,Y,1200,0,1,0,4,1,TA,7,0,NA,Detchd,312,Fa,0,0,3,2006,125000,0
2667,90,22950,Pave,Inside,Gtl,1Fam,10,9,1892,TA,1107,GasA,Ex,Y,1518,1518,2,1,4,1,Ex,12,2,TA,Detchd,840,Ex,0,0,6,2006,475000,1
2668,33,5976,Pave,Inside,Gtl,Duplex,5,7,1920,TA,624,GasA,Gd,N,624,624,2,0,2,2,TA,8,0,NA,NA,0,NA,0,0,12,2006,93500,0
2669,65,9750,Pave,Inside,Gtl,1Fam,5,5,1958,TA,960,GasA,Ex,Y,960,0,1,0,3,1,TA,5,0,NA,Detchd,624,TA,0,0,7,2006,125000,0
2670,63,4761,Pave,Corner,Gtl,1Fam,3,3,1918,TA,1020,GasA,Fa,N,1020,0,1,0,2,1,Fa,5,0,NA,NA,0,NA,0,0,10,2006,64500,0
2671,,7446,Pave,Corner,Gtl,1Fam,4,5,1941,TA,788,GasA,TA,Y,788,0,1,0,2,1,TA,4,2,TA,NA,0,NA,0,0,4,2006,100000,0
2672,65,6435,Pave,Inside,Gtl,1Fam,6,5,1939,TA,972,GasA,Gd,Y,972,605,1,0,3,1,Fa,6,1,Gd,Detchd,312,TA,0,0,10,2006,140200,0
2673,69,11737,Pave,Inside,Gtl,1Fam,6,7,1924,TA,848,GasW,TA,N,1017,810,1,0,2,1,TA,9,1,Gd,Detchd,240,Fa,27,0,5,2006,202500,1
2674,50,5000,Pave,Corner,Gtl,1Fam,6,7,1947,TA,1004,GasA,Ex,Y,1004,660,2,0,3,1,TA,7,2,Gd,Detchd,420,TA,0,0,10,2006,159000,1
2675,65,7800,Pave,Inside,Gtl,2fmCon,5,7,1939,Gd,793,GasA,TA,Y,793,325,1,0,3,1,TA,5,1,Gd,Detchd,410,TA,0,0,5,2006,119900,0
2676,52,6240,Pave,Inside,Gtl,1Fam,6,6,1934,TA,816,GasA,TA,Y,816,0,1,0,3,1,TA,6,1,Gd,Detchd,528,TA,112,0,9,2006,114500,0
2677,,6240,Pave,Inside,Gtl,1Fam,5,4,1936,Gd,896,GasA,Gd,Y,896,448,1,0,3,1,TA,7,0,NA,Detchd,240,Fa,200,0,4,2006,115000,0
2678,51,6120,Pave,Inside,Gtl,1Fam,3,5,1930,TA,728,GasA,Ex,Y,728,434,1,0,3,1,TA,6,0,NA,Detchd,258,Fa,0,0,11,2006,75000,0
2679,51,6120,Pave,Inside,Gtl,1Fam,5,7,1925,TA,768,GasA,TA,N,1015,0,1,0,3,1,TA,6,0,NA,Detchd,450,TA,0,0,7,2006,88000,0
2680,52,6240,Pave,Inside,Gtl,1Fam,4,5,1947,NA,0,GasA,Gd,N,672,240,1,0,2,1,TA,3,0,NA,NA,0,NA,0,0,7,2006,80500,0
2681,52,6240,Pave,Inside,Gtl,1Fam,5,6,1928,TA,1042,GasA,Ex,Y,1042,534,1,0,3,1,TA,8,1,Gd,Detchd,225,TA,0,0,8,2006,149000,0
2682,51,6120,Pave,Inside,Gtl,1Fam,5,7,1930,TA,741,GasA,Gd,Y,741,583,1,0,3,1,Gd,7,0,NA,Detchd,180,Fa,0,0,2,2006,110000,0
2683,50,6000,Pave,Inside,Gtl,1Fam,6,6,1925,TA,1103,GasA,Gd,Y,1103,0,1,0,2,1,Gd,5,1,Gd,Detchd,440,TA,166,0,7,2006,110500,0
2684,50,6000,Pave,Inside,Gtl,1Fam,5,7,1921,TA,616,GasA,Gd,Y,616,0,1,0,2,1,TA,4,0,NA,Detchd,205,TA,0,0,6,2006,89000,0
2685,58,6380,Pave,Inside,Gtl,1Fam,5,6,1922,TA,993,GasA,TA,Y,1048,0,1,0,2,1,TA,5,1,Gd,Detchd,280,TA,0,0,8,2006,113000,0
2686,50,11672,Pave,Inside,Gtl,1Fam,5,5,1925,TA,816,GasA,TA,Y,816,0,1,0,2,1,TA,4,0,NA,Detchd,210,Fa,168,0,7,2006,109000,0
2687,90,33120,Pave,Inside,Gtl,1Fam,6,5,1962,TA,1595,GasA,TA,Y,1611,875,2,0,5,1,TA,8,1,Gd,Detchd,576,TA,0,0,10,2006,220000,1
2688,60,9873,Pave,Inside,Gtl,2fmCon,4,5,1970,TA,960,GasW,TA,N,960,0,1,0,3,1,TA,6,0,NA,Detchd,576,TA,0,0,5,2006,129000,0
2689,59,5310,Pave,Corner,Gtl,1Fam,6,8,1910,TA,485,GasA,Gd,Y,1001,634,1,0,2,1,Gd,5,0,NA,Attchd,255,Fa,394,0,6,2006,117000,0
2690,153,4118,Pave,Corner,Mod,1Fam,4,4,1941,TA,693,Grav,Fa,N,693,0,1,0,2,1,Fa,4,0,NA,NA,0,NA,0,0,3,2006,52500,0
2691,60,10320,Pave,Inside,Gtl,1Fam,4,5,1924,TA,596,GasA,Po,Y,834,596,2,0,3,1,Fa,7,0,NA,Detchd,370,Fa,218,0,10,2006,107000,0
2692,60,7518,Pave,FR3,Gtl,1Fam,5,8,1910,Fa,396,GasA,Gd,Y,665,665,1,0,3,1,TA,7,0,NA,Detchd,390,TA,0,0,7,2006,116500,0
2693,50,9000,Pave,Inside,Gtl,1Fam,5,4,1919,TA,610,GasA,Ex,N,819,0,1,0,2,1,Gd,4,0,NA,NA,0,NA,0,0,9,2006,72000,0
2694,50,8600,Pave,Inside,Gtl,1Fam,6,6,1937,TA,780,GasA,TA,Y,780,596,2,0,3,1,TA,7,1,Gd,Detchd,198,TA,0,0,6,2006,119500,0
2695,60,7200,Pave,Corner,Gtl,1Fam,5,6,1938,TA,803,GasA,Ex,Y,803,557,1,1,2,1,Gd,6,0,NA,Detchd,297,TA,0,0,7,2006,125500,0
2696,60,9786,Pave,Inside,Gtl,1Fam,3,4,1922,TA,1007,GasA,Fa,N,1077,0,1,0,3,1,TA,6,1,Gd,Detchd,210,TA,0,0,5,2006,91000,0
2697,60,6780,Pave,Inside,Gtl,2fmCon,6,8,1935,TA,520,GasA,Gd,N,520,0,1,0,2,1,TA,5,0,NA,NA,0,NA,53,0,6,2006,84500,0
2698,60,7200,Pave,Corner,Gtl,1Fam,6,6,1930,TA,984,GasA,TA,Y,984,0,1,0,3,1,TA,6,0,NA,Detchd,308,TA,0,0,3,2006,90000,0
2699,82,12375,Pave,Inside,Gtl,1Fam,5,5,1951,TA,806,GasA,TA,Y,1081,341,1,0,3,1,TA,7,1,TA,Detchd,288,TA,0,0,6,2006,137500,0
2700,120,11136,Pave,Corner,Gtl,Duplex,6,5,1964,TA,1921,GasA,TA,Y,1921,0,2,0,4,2,TA,8,0,NA,Detchd,576,TA,0,0,7,2006,150000,1
2701,100,21370,Pave,FR2,Gtl,1Fam,5,5,1950,NA,0,GasA,TA,Y,1640,0,1,0,3,1,TA,7,1,Gd,Attchd,394,TA,0,0,6,2006,131000,0
2702,92,6930,Pave,Inside,Gtl,1Fam,5,4,1958,TA,1062,GasA,Ex,Y,1352,0,1,0,3,1,Gd,6,0,NA,BuiltIn,288,TA,168,0,7,2006,130000,0
2703,55,8250,Pave,Inside,Gtl,1Fam,5,7,1935,NA,0,GasA,TA,N,1032,0,1,0,2,1,TA,6,1,TA,Detchd,260,TA,0,0,6,2006,125000,0
2704,50,5220,Pave,Inside,Gtl,1Fam,5,3,1936,TA,830,GasA,Gd,Y,879,0,1,0,2,1,TA,4,0,NA,Detchd,180,TA,0,0,1,2006,80000,0
2705,50,5500,Pave,Inside,Gtl,1Fam,7,5,2004,Gd,1073,GasA,Ex,Y,1073,0,2,0,2,1,TA,4,0,NA,Detchd,246,TA,0,0,5,2006,157000,1
2706,75,11235,Pave,Inside,Gtl,1Fam,4,5,1963,TA,1051,GasA,Gd,Y,1382,0,1,1,3,1,TA,6,1,Po,Attchd,459,TA,0,0,10,2006,148000,0
2707,72,10791,Pave,Inside,Gtl,Duplex,4,5,1967,NA,0,GasA,TA,Y,1296,0,2,0,2,2,TA,6,0,NA,CarPort,516,TA,0,0,10,2006,90000,0
2708,70,8414,Pave,Inside,Gtl,1Fam,6,8,1963,TA,1059,GasA,TA,Y,1068,0,1,0,3,1,TA,6,0,NA,Attchd,264,TA,192,0,2,2006,154500,1
2709,,11327,Pave,Inside,Gtl,1Fam,5,6,1967,TA,1064,GasA,TA,Y,1064,0,1,0,3,1,TA,6,1,TA,Attchd,528,TA,314,0,6,2006,153600,1
2710,96,11777,Pave,Inside,Gtl,1Fam,5,6,1966,TA,1164,GasA,Ex,Y,1320,0,1,0,3,1,TA,6,2,Fa,Attchd,564,TA,160,0,5,2006,164500,1
2711,80,10366,Pave,Corner,Gtl,1Fam,6,7,1964,TA,912,GasA,TA,Y,934,0,1,0,2,1,TA,4,0,NA,Attchd,336,TA,77,0,7,2006,132000,0
2712,75,9000,Pave,Corner,Gtl,1Fam,5,6,1966,TA,1059,GasA,Gd,Y,1059,0,1,0,3,1,TA,6,0,NA,Attchd,286,TA,0,0,6,2006,142500,0
2713,,11553,Pave,Inside,Gtl,1Fam,5,5,1968,TA,1051,GasA,TA,Y,1159,0,1,1,3,1,TA,7,1,Fa,Attchd,336,TA,466,0,7,2006,158000,1
2714,74,7844,Pave,Inside,Gtl,1Fam,6,7,1978,TA,672,GasA,TA,Y,672,728,1,1,3,1,TA,6,1,TA,Attchd,440,TA,0,0,3,2006,149500,0
2715,,9535,Pave,Inside,Gtl,1Fam,5,5,1967,TA,1176,GasA,TA,Y,1458,0,1,1,3,1,TA,7,1,TA,Attchd,512,TA,284,0,7,2006,165000,1
2716,78,10335,Pave,Inside,Gtl,1Fam,5,6,1968,TA,1461,GasA,Gd,Y,1721,0,2,1,3,1,TA,7,1,TA,Attchd,440,TA,0,0,7,2006,180000,1
2717,,7176,Pave,CulDSac,Gtl,1Fam,6,6,1978,TA,960,GasA,Fa,Y,1040,0,1,0,3,1,TA,6,1,Fa,Detchd,616,TA,131,0,7,2006,160500,1
2718,,9662,Pave,Inside,Gtl,Duplex,5,4,1977,Gd,1967,GasA,TA,Y,1967,0,2,0,6,2,TA,10,0,NA,Attchd,580,TA,170,0,8,2006,156500,1
2719,75,8235,Pave,Inside,Gtl,Duplex,5,4,1977,TA,1949,GasA,TA,Y,1949,0,2,0,6,2,TA,10,0,NA,Attchd,586,TA,32,0,5,2006,157000,1
2720,,13650,Pave,Inside,Gtl,1Fam,5,5,1958,TA,1052,GasA,Ex,Y,1252,668,2,0,4,1,Gd,8,1,Gd,Attchd,451,TA,0,0,7,2006,172500,1
2721,88,13125,Pave,Corner,Gtl,1Fam,5,4,1957,TA,1134,GasA,Ex,Y,1803,0,2,0,3,1,TA,8,1,TA,Attchd,484,TA,0,0,1,2006,155000,1
2722,102,17920,Pave,Inside,Gtl,1Fam,5,4,1955,TA,1763,GasA,TA,Y,1779,0,1,1,3,1,TA,6,1,Gd,Attchd,454,TA,0,0,7,2006,170000,1
2723,,17529,Pave,Inside,Gtl,1Fam,5,5,1924,TA,872,GasA,Fa,N,872,0,1,0,2,1,Fa,5,1,Gd,Detchd,322,Fa,0,0,4,2006,105000,0
2724,,10246,Pave,CulDSac,Gtl,1Fam,4,9,1965,TA,648,GasA,Ex,Y,960,0,0,0,0,1,TA,3,0,NA,Attchd,364,TA,88,0,5,2006,145000,0
2725,,14175,Pave,Corner,Mod,1Fam,5,6,1956,TA,1188,GasA,Gd,Y,1437,0,1,1,3,1,TA,6,1,TA,Detchd,576,TA,304,0,11,2006,168000,1
2726,,20355,Pave,Inside,Mod,1Fam,7,6,1967,Gd,1865,GasA,TA,Y,1830,0,1,0,2,1,TA,6,2,Gd,Attchd,521,TA,0,0,6,2006,278000,1
2727,87,13050,Pave,Inside,Mod,1Fam,5,6,1963,Gd,1000,GasA,Ex,Y,1000,0,1,0,1,1,TA,4,2,TA,Attchd,575,TA,238,0,4,2006,164000,1
2728,81,15593,Pave,Corner,Gtl,1Fam,7,4,1953,TA,1304,GasW,TA,Y,1304,983,2,0,3,1,TA,7,1,TA,Attchd,667,TA,0,0,7,2006,225000,1
